index,Name,Release date,Price,Average playtime forever,Developers,Publishers,Genres,About the game,Estimate users,Estimated gross profit,Review score,Total days,Extras trophy,Operating System,year
55726,AVA,2019-09-21,8.99,0,Dnovel,Dnovel,"Action,Adventure,Casual,Indie","The events of the game take place in the world of ' Koyte '. Where the adventures of the hero of the game ' BlackEye ' unfolded two years ago. This is a planet whose diameter is 4.5 times larger than our Earth, but it is smaller in mass. There is almost no atmosphere on the surface, but beneath the surface it is full of caves that go down for many thousands of kilometers and all the air and all life are here. This is truly a planet of caves. Rumor has it that a thousand years ago a highly developed civilization flourished here, ancient caves still store many strange objects and mechanisms left by it. But now everything is different here, something happened to those ancient forerunners and now this mysterious world is divided in two: the upper and lower. Intelligent creatures live in the upper one, possibly descendants of an ancient people, it is quite comfortable and nice here. But everything is different in the lower one, terrible creatures live there, bloodthirsty predators who do not know mercy, for whom there is nothing more hated than the inhabitants of the upper world! Not a single inhabitant of the upper world will ever voluntarily go down to the lower world. However, the heroine must find the answers while traveling under the surface of the planet in abandoned and dangerous tunnels! Features Riddles, secrets and adventures The atmosphere of a gloomy dungeon Original black and white game world A variety of puzzles with switches and levers Doors, keys and physics",37,332.63,5,1562,11,True,2019
39446,Escape First 2,2019-06-20,5.99,192,OnSkull Games,OnSkull Games,"Adventure,Casual,Indie","'Escape First 2' is the second installment of a multiplayer escape room puzzle game for virtual reality or desktop PC! It includes 3 different escape rooms to choose from and can be played competitively, co-op or solo. Multiplayer Gather up to 6 people and play as one team that tries to solve the puzzles or try the ' Versus ' mode, where each player is locked alone and tries to escape the room before the others do! Virtual Reality The game supports full roomscale/standing tracking with motion controllers on both the HTC Vive and Oculus Rift . VR is not necessary, you can play with a Desktop using keyboard &amp; mouse / gamepad. The Rooms Psycho Circus Cont. You managed to escape the clown’s quarters, but you are not free yet. Did you think it would be this easy to escape? The show must go on and you are the exhibit! Think and act fast in order to escape the circus, we all know that clowns don’t like other people touching their stuff! The Torture Chamber A medieval dungeon, filled with torture devices, prison cages and not many prisoners left. Hearing screams from the room next door, you know you don’t have much time left until the guards come for you. The doors are locked, is there another way out? Behind the Scenes While visiting an Escape Room Factory, you black out and wake up in the bathroom. However, there is one thing about this room that does not seem right, it has no doors or windows! How did you get here and more importantly, how will you ever get out? Help us improve Please give us your thoughts and ideas on the game, we are here to improve and we need your help to keep doing what we love! Want more Escape Rooms? Challenge your friends on 'Escape First' Check 'Tales of Escape' out for free!",250,1497.5,38,1655,9,True,2019
16045,Scriptum VR: The Neighbor's House Escape Room,2019-12-03,7.99,0,Adver2Play,Adver2Play,"Adventure,Indie","Welcome to the latest installment of the Scriptum saga. Tension floods every corner on this scary Virtual Reality Escape Room . Enter your neighbor's house to try to recover your baseball ball, but be careful ... If the police have cordoned off the house it will surely be for some reason. It may be easy for you to enter but will you get out on time? Put on your virtual reality glasses and let the experience begin! Main Features: Explore around the house Solve puzzles Get scared!",3,23.97,1,1489,0,True,2019
32365,Space Mercs,2019-08-02,0.99,0,Bearded Giant Games,Bearded Giant Games,"Action,Indie","STOP THE WAR ON UKRAINE. Support Ukraine - spread the Ukraine's president video with all your Russian friends: -597LlXjig&amp;t=1s Any sale the game gets from now on is going directly towards funds for supporting Ukraine. Space Mercs is an extreme arcade space combat game where the amount of projectiles and lasers on-screen is only toppled by the amount of stars in the universe! Will you be able to complete all the mercenary missions and become the best pilot in the Galaxy? Throughout the game’s mission campaign you will dodge , chase , fire , escort and absolutely obliterate enemies ranging from small drones to huge battleships while bound to a single rule: “ If it moves, it dies “. FEATURES Huge, real-time, space ship battles, with up to hundreds of spaceships on screen at the same time Mission battles range from small (3-10 ships) and scale up into the gigantic sector wide battles (400-500 ships) Single-player campaign where the stakes increase with every mission Thousands of projectiles on screen at every time Consistent graphics and performance even on really low hardware specs Shooter-style control and flight system optimized for Keyboard and Gamepad use Instant battle mode where you are thrown in a procedural generated battle of epic scales Loadout system for ship weaponry and internal systems Coffee-break design where you can pickup and play in short 3 to 10 minute sessions Functional cockpit display",43,42.57,21,1612,0,True,2019
14710,Pandemic Express - Zombie Escape,2019-09-27,0.0,124,"TALLBOYS,tinyBuild",tinyBuild,"Action,Indie,Massively Multiplayer","Welcome to Pandemic Express - Zombie Escape! We've played a lot of Zombie Escape-style mods, and wanted to make something standalone, and on a large scale. Up to 20 players spawn in a large world. One of them gets randomly infected, and has to spread the infection turning everyone into zombies. The human players desperately try to escape on a train through an onslaught of what seems like endless zombie hordes. First standalone ‘Zombie Mod’ on a massive scale Unique co-op experience with ad-hoc teams, vehicles, a large open world, and a train Distinctive art style &amp; game atmosphere We brought the unique ZOMBIE MOD experience into a standalone game Imagine CS zombie mod infused with the DNA of a large-scale open world shooter, set in a post-soviet ghost town. And trains. We like trains. Playing as a Human Loot: Find gear in abandoned houses Cooperate: Work with teammates to survive Fight: Kill zombies with anything you have Playing as a Zombie Resurrect: Respawn instantly at the location of your choosing Hunt: Find the humans hiding around the map Annihilate: Infect everyone!",4345,0.0,780,1556,27,True,2019
39186,Venandi In Silva,2019-10-10,19.99,0,Naie.Sorachi,Naie.Sorachi,"Action,Indie","This game is a game to hunt animals in the forest. Aim for a high score by hunting more animals. PLAY TIME The maximum game time is 30 minutes. Saved data is only carried over by scores. It's a game that you can feel free to start &amp; play as many times as you want. DIFFICULTY It's relatively easy. Would ilke to recommend it to those who are not good at FPS. But, there are some powerful rare animals, so I want veteran gamers to hunt them. STORY There is no. WEAPONS: The main character has a shotgun or hunting rifle at the start of the game. Which will be decided at random. It can be changed on the way by satisfying the conditions, and there can be modified and strengthened. TARGETS Multiple animals &amp; rare animals, &amp; Special drum cans. There are 51 Special drum cans. Find all &amp; shoot! Rare animals appear random at 5 %. Let's try if you're lucky or bad. CREDIT The main character has a certain amount of money at the start of the game. This is also determined randomly. This will not increase, but will decrease. Each time you spend money, your score increases. Let's use more &amp; more because it's a game! COSTUME The main character wears some clothes. Of course it is random at the start of the game. What is today's clothes? Anyway, this game is easy to follow along the course or walk around freely. If you approach it quietly, you can see the animals by the side. By the way, BEARS appears. CAUTION Game Controller can't use. NOTICE There is a FREE trial version so please try it.",0,0.0,0,1543,13,True,2019
40377,The Dragons' Twilight II,2019-08-02,9.99,0,G. A. Williams,G. A. Williams,RPG,"Travel back to an old, wonderful age. A magical era, remembered fondly as 'The Nineties.' A time when battle was much more tactical, when both heroes and villains, courteously waited their turn to attack one another. An age when you didn't have to frantically smash the mute button upon hearing a shrill, over-the-top voice-actor deliver dialog, because, back then, you simply read it, and heard the appropriate voice in your mind. Journey back to the golden period in history, where The Dragons' Twilight II takes place. A New Story Begins After deciding to embark on a final 'mini-adventure;' one more thrill before accepting their boring adult fates, three ordinary youths' lives become forever changed when they cross paths with a familiar bounty hunter, whose motives propel them into the adventure of a lifetime. The Age of Dragons draws to a close, and the ever meddling Elder Dragon, Kaia, won't stop until she rights the atrocities wrought by her own kind. The forbidden resurrection is nearly at hand. What could possibly go wrong? Features No Random Battles In-game achievements with actual in-game rewards. Simple Item Crafting: Why buy when you can craft nearly every item in the game? Improved Ability System: Now, gear with skills attached may be broken down, allowing you access to the sweet, gooey ability center, granting you free use of it with any equipment. Steal Items, gear, and even new abilities from your enemies. Boost your favorite gear with enhancements; attribute boosting gems, crystals, and scripts which alter your characters' combat proficiencies, allowing a wide range of 'multi-class' type customization. Explore the entire world of Dragons' Twilight. Revisit familiar places and friendly faces.",23,229.77,20,1612,0,True,2019
9556,Heathen Engineering's Terran,2019-03-20,39.99,0,Heathen Engineering,Heathen Engineering,"Action,Indie,Strategy","Galactic Strategy | Tactics | Action Found a Terran government, corporation or armada and compete for influence and control over the galaxy’s resources in Heathen Engineering’s Terran. Grand strategy meets real-time tactical battles meets 3rd person space shooter action. Manage your empire across thousands of stars developing systems, stations and fleets to spread your influence across the galaxy. Take command of battles issuing orders and assigning targets to orchestrate the downfall of your competition. Lead your battle groups from the front as you take the helm of powerful warships and turn the tide against impossible odds. Features Strategy + Tactic + Action: 4X meets RTS meets 3rd person big ship space combat; manage resources and build an empire on the strategy map to fuel your growth, issue orders to your battlegroups in combat to control the flow of battle and take direct control of powerful warships to turn the tide in your favour. Fleet Combat: In combat you take the role of battle commander and warship pilot. Issue orders to your battlegroups in 'Command mode', an RTS style view or switch to 3rd person view to take direct control of any warship in your fleet. Organization Types: Choose from one of three organization classes to start your empire, each with its own unique perks and unique origin on the progression grid. Gar Capital Ships: Choose a powerful Gar capital ship to serve as the seat of power in your organization and a symbol of your empire. Each Gar has a set of 5 unique abilities and related research options available. Initially 3 Gar are available to choose from with more to come. Research Technologies: As your empire grows you will unlock new technologies and enhance your efficiency and capacity by researching new tech for planet improvements, ship design and Gar abilities. Influence: Gain influence by developing your Science, Economy, Industry and Military power. Watch nearby systems fall under your control as your influence spreads across the galaxy. Citadels and Stations: Build powerful citadels and space stations to hold back the rising influence of your competition and provide defence from invasion. Massive Galaxy: Expand your empire across a massive procedural galaxy containing thousands of star systems and tens of thousands of worlds.",15,599.85,-5,1747,30,True,2019
2061,Operation: Polarity Hook,2019-02-19,4.99,0,Cronoforge Studios Inc.,Cronoforge Studios Inc.,"Action,Adventure,Indie","Operation Polarity Hook takes First Person Shooters to the next level by combining combat specifically designed for VR with a revolutionary new movement system that does not rely on teleporting. Finally achieve the same degree of control WASD and mouse look give you in this natural evolution of first person shooters into the VR experience. Attach to walls and swing through the environment on a beam of energy code named “Polarity Hook” as you battle enemies and fight to save human kind! Features: Movement VR: Navigate the VR environment with our revolutionary new movement system! Run, jump, and interact with the environment in a way that feels right and keeps you in the action. Our team has worked hard to bring the fun and excitement of your favourite PC platformers to the VR experience. Join the revolution now! Combat VR: Engage the enemy with an arsenal of weapons specifically designed for VR. Weather your running and gunning, shooting around corners, taking cover, punching doors, or just lobbing grenades; we have designed the experience to be as immersive and exciting as possible using every aspect of VR to its fullest potential. Your arsenal is strong but the enemy may be stronger. Will you be able to master each weapon and give yourself the edge needed to succeed? Swing &amp; Slide: If you combine the free fall of skydiving, the adrenaline rush of zip lining, and the hairpin turns of racing; you'll just start to scratch the surface of how it feels to swing and slide through our VR world. Combined with our ground movement and combat systems you'll be able to attach to surfaces and swing through your environment on your own personal combat roller coaster. Let us reawaken the thrill seeker inside you! Included in this release: 12 Tutorial Levels 1st Campaign Chapter 2 Jungle Gyms 3 Death-match vs AI (Survival, Timed, Battle Royal) Story: The year is 3077. Civilization has retreated from the world into massive super metropolises leaving the environment to flourish without human intervention. Humankind has spread to the stars colonizing neighboring systems; taking their first steps into a much larger arena. This is when the Event happened. It forever changed the course of history but started with a small explosion in a minor power relay in an obscure Sutropolis on Earth. LOG: z3077.01.21 [Source: Unknown] We are trapped behind enemy lines but Vincent the lead scientist was able to cloak our facility before this part of the city was overrun. Vincent has been studying their technology since the Event occurred and said he was on the verge of a breakthrough. I hope that's true. The sounds of battle are around us and yesterday there was an orbital bombardment that could have only come from one of our star ships. Things must be really bad if they are willing to rain down that kind of destruction on the city. I have no idea if my family was able to evacuate before the fighting began. I must put that out of my mind though. I've been selected to go into enemy territory tomorrow to retrieve tech from an abandoned storage facility. It's the only way to finish Vincent's device and turn the tide of battle. I can't fail, I won't fail! Humankind might not get a second chance.",0,0.0,0,1776,0,True,2019
7743,Ruine,2019-05-16,4.99,0,Potku,Potku,"Action,Adventure,Indie,RPG,Early Access","Ruine is a 2D dungeon crawler that scratches the classic fantasy RPG itch. Fight creatures to level up. Delve into the darkest corners of derelict ruins in search of treasure and gear. But to keep what you find, you must first make it out 'alive.' Using the term loosely. Story The rules of nature have become rather twisted, you see. Long ago, the kingdom entered an age of darkness and decay. Fog covered the land as unrecognizable things crawled from the crypts, and once tamed beasts turned feral with little regard for their owners. Now not a soul is left alive, nor are they allowed to die, mere husks doomed to seek fleeting joy in the forgotten kingdom of Ruine for eternity.",15,74.85000000000001,15,1690,0,True,2019
