index,Name,Release date,Price,Average playtime forever,Developers,Publishers,Genres,About the game,Estimate users,Estimated gross profit,Review score,Total days,Extras trophy,Operating System,year
30948,Death: The Ascension,2020-10-20,4.99,0,Dystopian Ruler,Dystopian Ruler,"Simulation,Strategy","[STORY] You found true love and lived happily with your wife . That was until her death made you alone again. The next moment, you found yourself in the presence of Death itself. Death offered you a deal to get your wife back. However, her life had a price that you must pay at the end of your mortal life. Fail to pay, and you will lose your soul. [GAMEPLAY] You play cards that represent an action you could take, all actions have 4 different outcomes 2 good and 2 bad, each card has its unique chance that is affected by your resources and you. 'High risk, High reward' Resources are needed for paying the price, death has given you a chance but you need to pay, so instead of getting powerful for the final boss, you need to be as greedy as possible to have enough to pay at the end. 'The rich get richer and the poor get poorer' You can change drastically the chance of your action negatively or positively by using the soul extraction/infusion power you were granted by death so you may have a chance. “Souls are the most valuable resource” -The Grim Reaper Gathering resources is not enough. You also need to ' ASCEND ' by climbing one of the 3 paths at every step you will face a decision you must take. Everything is up to chance, but as in life the more you ' sacrifice ' the better the chance is. [MANAGEMENT] GOLD - as much as you can. LOVE - too much can be distracting. FAME - bow before the king. LAW - no one is above the law. [CARDS] You start your new life with the desire to make gold, to change fate, and hatred for this world. 4 Gold cards 1 Hate card Each card has 4 outcomes: Terrible Bad Good Formidable [CHANCE MANIPULATION] You can change the outcome of a card in 2 ways. [Indirectly] Gathering resources affiliated with the card. [Directly] Using SOULS to change the chance. [SOULS] Sacrifice the chance of a card to get souls, but get a terrible outcome. Sacrifice souls to get a better chance at the card you play for a formidable outcome. [EXCHANGE] From GOLD, LOVE, FAME, and LAW to SOUL and back. At insane exchange rates. “Would rather starve than lose your wife?” [BLOOD RITUALS] Use your blood to perform rituals: Destroy one of your desire (card) Become a new self (random card from the deck) Devil Bet (pay blood to receive wealth or lose years out of your life) [BLOOD &amp; MAP] You chose your own path to the God gamble: the PURE path Proves little challenge but no hate or blood. the OPORTUNIS path The balance between hard encounters and rewards of hate and blood. the CORRUPTED path The hardest path, but with lots of hate and blood. [DEATH CARD] Death has his own deck of cards base on the path you take, Death could burden you or help you. Every Death card has 3 results The Intention The default card effect if no action is taken. The Prevention Using a blue gem card. Prevents the bad effect or amplify the good one. The Elimination Using a red gem card. Remove the card from the Death deck. Every death card has a different blue/red gem card.",9,44.91,3,1167,11,True,2020
890,ANIME REDEMPTION,2020-02-10,1.99,69,Konnichiwa Games,Konnichiwa Games,"Action,Adventure,Indie,RPG,Simulation",ANIME REDEMPTION is an adventurous shooting game in the Wild West theme. You are playing for Wild West Girl: brave lonely H.E.N.T.A.I. fighter who is ready to take on all of the bad dudes out there. Your target is to kill as many enemies as you have the balls to.. Features: authentic Wild West atmosphere variety of weapons to choose from realistic Wild West fighting mechanics,151,300.49,69,1420,14,True,2020
37434,Bridge to Another World: Secrets of the Nutcracker Collector's Edition,2020-12-21,13.99,0,Friendly Fox,Big Fish Games,"Adventure,Casual","Friendly Fox Studios brings you an enchanting new installment in the Bridge to Another World series! When Marie visits Drosselmeyer’s toy workshop for the first Christmas since she was a little girl, she finds her childhood friend, Fritz, missing. Soon, the clues lead her to Spielland, the toy castle they imagined playing in together as children. But Spielland was just pretend… or was it? Can you help Marie make her way through a fantasy world of angry mice and living toys to rescue her best friend Fritz, her godfather Drosselmeyer, and learn the secret of the Nutcracker? Crack open this magical new Hidden-Object Puzzle Adventure and find out! This is a special Collector's Edition release full of exclusive extras you won't find in the standard version. The Collector's Edition includes: Play and re-play HOPs, movies, and mini-games earn Achievements, and complete your collections! Download original artwork, soundtracks, and wallpapers! Unlock extra gameplay to receive more challenging quests! Don’t navigate Spielland without the helpful Strategy Guide! This is a Hidden Object Puzzle Adventure game, meaning a specific genre of story-driven, point &amp; click adventures. Throughout the game, players are tasked to find a list of objects hidden within a particular scene and to occasionally complete various mini-games/puzzles.",5,69.95,3,1105,0,True,2020
25723,Hero Allstars: Void Invasion,2020-11-13,2.49,0,DakeCraft,PsychoFlux Entertainment,"Adventure,Indie,RPG","용사 올스타즈: 공허의 습격 (Hero Allstars: Void Invasion)은 캐주얼한 판타지 턴제 롤플레잉 게임입니다. 전 세계에 걸쳐 일어난 이상 현상을 조사하는 군대의 지휘관이 되어, 여러 동료들과 함께 진실을 파헤치며 다가오는 모든 적들을 쓰러뜨리세요. 용사 올스타즈는 기존의 롤플레잉 게임과는 다르게 경험치를 통해 캐릭터마다 레벨을 올리는것이 아닌 스토리를 진행하면서 자연스럽게 모든 동료의 레벨이 상승하며, 번거로운 필드 이동을 최소화하기 위해 월드맵에서 던전을 선택해 전투만으로 클리어가 가능한 '캐주얼 RPG'를 기반으로 제작했습니다. 이곳은 마법과 기계가 공존하는 곳, 바르힐데 대륙입니다. 당신은 바르힐데 대륙의 모험가가 될 수도 있고, 파괴된 세계로부터 망명해 온 방랑자가 될 수도 있습니다. 이곳 바르힐데 대륙에는 몇 년 전부터 잠식 증후군 이라는 이상 현상이 발생하고 있습니다. 이 이상현상을 바로잡기 위해, 왕국에서는 당신을 이상 현상 해결 부대의 지휘관 으로 임명했습니다. 강력한 힘을 가진 믿을수 있는 동료들과 함께, 위험에 빠진 세계를 구하십시오! 다양한 동료들 용사 올스타즈에는 40명이 넘는 동료들이 있으며, 던전을 돌파할 때마다 새로운 동료를 영입할 수 있습니다. HP를 소모하는 광전사부터, 회복과 공격을 동시에 하는 서포터, 물리 피해와 마법 피해 기술을 능동적으로 전환하며 싸울 수 있는 하이브리드 전사까지, 다양한 컨셉의 캐릭터를 수집하면서 준비된 모든 던전을 클리어 해보세요. 여러가지 강화 시스템 스탯을 올릴 수 있는 무기 강화 , 캐릭터의 새로운 기술을 잠금 해제할 수 있는 각성 , 캐릭터에게 필요한 스탯을 올려주거나 새로운 스킬을 부여하는 전용 악세서리 , 최대 레벨을 올려줄 수 있는 초월 까지, 용사 올스타즈에서 캐릭터의 전투력을 강화할 수 있는 수단은 매우 많습니다. 더욱 강력하고 다양한 등급의 무기와 방어구, 그리고 악세사리를 얻어, 원하는 방향으로 캐릭터를 강화해보세요. 캐주얼 롤플레잉 게임 지향 용사 올스타즈는 캐주얼 롤플레잉 게임 을 지향합니다. 지루한 반복 플레이를 최소화하기 위해, 각종 아이템의 출현 확률이 매우 높게 설정된 편입니다. 또한 여러가지 튜토리얼을 준비해두었으며, 이는 RPG Maker 기반 게임의 시스템에 익숙하지 않은 플레이어분들께 도움이 될 것입니다.",70,174.3,53,1143,31,True,2020
32110,Rock Paper SHIFT,2020-07-10,4.99,0,Fish Phenomenon,Fish Phenomenon,"Casual,Indie,Strategy","Rock Paper SHIFT is a turn-based puzzle game that combines the familiar rules of Rock Paper Scissors with mind-bending grid-based strategy. Features: Three Chapters of Puzzles to solve Rock, Paper and Scissors Different enemy types Variety of level mechanics Test your skills with Speedrun Mode",8,39.92,8,1269,10,True,2020
5205,Spirit Messages,2020-07-28,0.0,0,Kevin Wacknov,Mind Body Aware Games LLC,"Casual,RPG,Simulation","Type your question for the Spirit World to answer, then click the start button. Whatever the letters, numbers, and shapes remind you of, is the answer.",2,0.0,-2,1251,0,True,2020
49640,Doom of the Clawn,2020-02-06,0.99,0,1scGames,Tize Game Studio,"Action,Adventure,Casual,Indie,Simulation","The walking circus had just arrived to your town, in need of new members. You stumbled upon them, hoping to join but instead were taken and trapped inside their lair. Armed with a toy gun and the will to survive, you get up and start your escape! Features Unique Puzzles Fun Mazes A Scary Clown Will the Clawn prevail or will you put a stop to his terror?!",15,14.85,1,1424,0,True,2020
15460,Throne of Fate,2020-10-21,10.99,0,Enoops,Enoops,"Action,Adventure,Indie,RPG","Hello traveler. Plunge into the world of magic and mysteries, fight evil creatures, find unique weapons, extract resources and defeat incredible creatures over and over again! Collect powerful artifacts that will help you in battle, in the game you will die again and again, but each time you will have an advantage over the next adventure! What are you waiting for? Step forward and determine your destiny! Throne of Fate is a 2D action RPG platformer. Your skills are important in Throne of Fate! The game is constantly being improved, explore a huge world and what until recently seemed impossible to soon become a completely passable part of the game. Use various combinations of weapons and artifacts and deal with hordes of monsters and dangerous bosses, the game does not forgive you for mistakes, at any moment your walk through the dungeon may end and you have to start all over again.",22,241.78,14,1166,34,True,2020
41229,Instability,2020-07-28,0.0,0,Perpetual Motion Software,Perpetual Motion Software,"Action,Free to Play,Simulation,Strategy","A cross-platform competitive multiplayer real time strategy game. Build your base to destroy your enemy! Instability features player vs. player combat and fast paced action, packed with hand drawn art and stressful battles. Experience competitive multiplayer mayhem that will keep you coming back in this reaction based, mobile real-time strategy game. Instability features cross platform support so that you can test your skills against your friends on both PC and Android devices.",30,0.0,12,1251,0,True,2020
18112,Victorian Admirals Samoan Crisis 1889,2020-03-09,9.99,0,Totem Games,Strategy First,"Simulation,Strategy","The Samoan archipelago is the last of the territories of Oceania which has not yet been colonized. The German Empire, through the tribal supreme chief, is trying to establish control over the Samoa. This leads to civil war between the natives. The United States supports the rebels. Governments of both nations have sent warships to the largest and busiest Apia harbor in Samoa. The commanders of naval squadrons ready for battle. Conflict of trade and strategic interests can be resolved only by force. Steam-ship period naval combat games focusing on fleet-scale battles in real time Realistic ship models and characteristics Advanced ballistic and weapon models Set up battle squadron groups, their formations and management",6,59.94,0,1392,0,True,2020
