index,Name,Release date,Price,Average playtime forever,Developers,Publishers,Genres,About the game,Estimate users,Estimated gross profit,Review score,Total days,Extras trophy,Operating System,year
53769,Dead Rising 2: Off the Record,2011-10-11,19.99,570,Capcom Vancouver,Capcom,"Action,Adventure","Dead Rising® 2: Off the Record sees Frank West – photojournalist and original hero of the Dead Rising® Willamette incident – take center stage as players experience a re-imagining of the Fortune City outbreak. Forget what you know about Dead Rising® 2, 'Frank West is back in the game!' The new 'Off the Record' storyline means an all new Dead Rising 2 experience. Frank will face off against more twisted enemies, build more outrageous combo weapons, follow his own unique mission structure and explore brand new areas of Fortune City to get his biggest scoop yet. Join Frank as he indulges in the insanity of 'Uranus Zone,' Fortune City’s very own theme park. Full of deadly rides and crazy attractions, the sci-fi themed Uranus Zone is a true zombie-killing paradise. Frank’s come-back means the return of his trusty camera, with players able to earn Prestige Points (PP) for specific photo opportunities that are graded against criteria such as horror, drama, erotica and brutality. In addition to the new scenario and gameplay enhancements, Dead Rising 2: Off the Record offers a suite of technical updates including load time optimizations, improved network performance and a host of system upgrades to deliver a more satisfying Dead Rising experience. Key Features Frank West is back – The original Dead Rising hero returns to get the scoop on the Fortune City outbreak Fortune City but not as you know it – Experience a re-interpretation of the Fortune City outbreak through the eyes and camera of photojournalist Frank West: New story and missions unique to Frank West New environments including Fortune City’s latest attraction, “Uranus Zone” New enemies and more psychotic Psychos New crazy and hilarious combo-weapons New items and vehicles Say 'Cheese!' – Capture those classic, violent, scary and hilarious Dead Rising moments, earn Prestige Points and complete all new missions with Frank's new and improved camera feature. Upgraded Experience – Full of technical improvements, system enhancements and feature upgrades to create a faster, smoother, more satisfying Dead Rising.",2796,55892.03999999999,1610,4464,54,True,2011
32207,Global Agenda: Free Agent,2011-06-14,0.0,1138,Hi-Rez Studios,Hi-Rez Studios,"Action,Free to Play,Massively Multiplayer,RPG","2155. From the ashes of the devastating Third Great War rose the Commonwealth, an oppressive world government determined to control the entire planet. The few remaining independent factions retaliate the only way they can, with elite teams of special operatives trained in advanced warfare tactics and equipped with high-tech weaponry. The future of humanity is their battleground, where knowledge is power, technology is a race, and everyone has a Global Agenda. Create your agent - Create, customize, and develop multiple agent characters, complementing your FPS skills with accessible RPG-style progression. Unlock weaponry and cutting edge devices including jetpacks, grenade launchers, mines, deployable turrets, stealth suits, holographic decoys, robotic droids and HUNDREDS of others. Co-Op with friends online - Four players share the same online mission experience - working as a team, communicating via built-in text and voice chat, infiltrating facilities, defeating end bosses, and earning technology upgrades. Compete in fast-paced, multiplayer matches - Teamwork and tactics are paramount within objective-based game types designed from the ground up to support intense and balanced player vs. player combat. Conquer persistent territory - You and your agency compete against other agencies for control of limited land resources and special rewards. Play for Free All current content of Global Agenda can be played for free. No purchase required. No subscription required. With an optional one-time purchase, players may upgrade to Elite Agent status, which will accelerate the rate of earning character levels, gear, and currency and also grant access to premium features such as the login priority, auction house and in-game mail. All players that have previously purchased Global Agenda will be automatically upgraded to Elite Agent status. Free-to-Play No Level Restriction Ability to earn all of the game’s current items without spending real money. Access to all of the game’s current playable content, including: Sonoran Desert Open Zone Special Ops PvE (1- to 4-person Co-Op) 10v10 Mercenary PvP 4v4 Arena PvP Double Agent PvPE 10-person Defense Raids - including the new, high-level, Dome Defense Mission introduced in version 1.4 Agency vs Agency Gameplay (AvA) Elite Agent - One-time purchase Earn End-of-Mission XP at twice the rate of a Free-to-Play user Earn End-of-Mission Credits and Tokens at twice the rate of a Free-Play user Earn End-of-Mission Elite Loot upon winning an instanced PvE or PvP match Choose which PvP gametypes you would like to play when queuing for Mercenary PvP. Access the Auction House Access In-Game Mail Less restrictive chat capabilities No ads for in-game voice Ability to create Agencies Higher Login priority",1276,0.0,699,4583,0,True,2011
27098,Portal 2,2011-04-18,9.99,874,Valve,Valve,"Action,Adventure","Portal 2 draws from the award-winning formula of innovative gameplay, story, and music that earned the original Portal over 70 industry accolades and created a cult following. The single-player portion of Portal 2 introduces a cast of dynamic new characters, a host of fresh puzzle elements, and a much larger set of devious test chambers. Players will explore never-before-seen areas of the Aperture Science Labs and be reunited with GLaDOS, the occasionally murderous computer companion who guided them through the original game. The game’s two-player cooperative mode features its own entirely separate campaign with a unique story, test chambers, and two new player characters. This new mode forces players to reconsider everything they thought they knew about portals. Success will require them to not just act cooperatively, but to think cooperatively. Product Features Extensive single player: Featuring next generation gameplay and a wildly-engrossing story. Complete two-person co-op: Multiplayer game featuring its own dedicated story, characters, and gameplay. Advanced physics: Allows for the creation of a whole new range of interesting challenges, producing a much larger but not harder game. Original music. Massive sequel: The original Portal was named 2007's Game of the Year by over 30 publications worldwide. Editing Tools: Portal 2 editing tools will be included.",304631,3043263.69,294662,4640,52,True,2011
32914,Quake 4,2011-08-04,14.99,328,RavenSoft / id Software,Bethesda Softworks,Action,"In a desperate war for Earth’s survival, against an unrelenting enemy, the only way to defeat them is to become one of them. Armed with advanced weaponry and vehicles and aided by an elite squad of marines, you take the battle to the heart of the Strogg home planet and become earth’s only hope for victory. Key features: Built on id Tech 4 (the Doom 3 engine) Sequel to the Quake 2 storyline Battle outdoors using tanks and walkers Fight with the support of an elite squad Compete online in fast action, arena-style multiplayer",2398,35946.020000000004,1784,4532,0,True,2011
52325,NightSky,2011-03-01,9.99,47,"Nicalis, Inc.","Nicalis, Inc.","Casual,Indie,Strategy","Nominated as a IGF Seamus McNally Finalist, NightSky is an ambient action-puzzle game that offers a gameplay experience unlike any other—cerebral challenges fill uniquely designed picturesque worlds. The player must maneuver a sphere by using realistic physics to advance; each of these worlds is broken into different areas. The original soundtrack by experimental jazz musician, Chris Schlarb will further heighten the surreal experience. Key features: 2D platform/puzzle-based gameplay Advanced 2D physics model Multiple difficulties with unique topography 11 massive levels, each with expansive areas to explore Multiple “vehicles” each with specific uses and dynamics physics Additional secrets and unlockables",933,9320.67,709,4688,22,True,2011
7912,Drakensang: The River of Time,2011-02-16,19.99,0,DTP,Cosmi/ValuSoft,RPG,"The prequel to Radon Labs' award-winning RPG, Drakensang: The River of Time introduces a brand new story within the Drakensang universe. The new story brings many innovations and new game elements for experienced as well for first time players, who will jump right into the fascinating medieval fantasy RPG scenario of Drakensang: The River Of Time. Starting in Aventuria’s Middenrealm in the city of Ferdok, the story of the games takes players down the Great River to the city of Nadoret. Many mythical legends entwine around this river and will also flow into the main plot. The story will contain more twists than in Drakensang: With every place the player visits, his view on things will change. Depending on the choice of character, and behavior, new opportunities and series of quests will come up. Living on a ship, players will experience a broad variety of RPG quests. There will be two new character archetypes to play, tons of new foes and monsters as well as equipment items. Two new classes of heroes: the Geodes (rare Aventurian druids of the dwarfs) and the Gjalskerland inhabitants (tenacious and hard barbarians). Advanced expert mode and adjustable levels of difficulty.",315,6296.849999999999,189,4701,1,True,2011
45165,Frozen Synapse,2011-05-26,24.99,188,Mode 7,Mode 7,"Indie,Strategy","Frozen Synapse is the ultimate tactical game on PC and Mac. It brings the simultaneous turn-based strategy genre bang up-to-date and lets you give detailed, accurate orders to your squad: classic gameplay with a modern interface. Plan your moves, test them out, then hit the 'Prime' button: both you and your enemy's turns are executed simultaneously. Competitive-but-intuitive multiplayer and a huge single player campaign mean that Frozen Synapse will give you hours and hours of tactical delight. Key features: Get a FREE full copy of the game for a friend with every purchase 5 challenging multiplayer modes, including the innovative bidding-based “Secure” and “Hostage Rescue” 55-mission single player campaign with dynamic dialogue and thrilling near-future narrative Powerful Skirmish Generator Facebook, Twitter and YouTube integration 15 Steam Achievements Integrated IRC chat as well as various community features Random generation combined with hand-crafted content means that levels and maps are different every time Critically-acclaimed electronica soundtrack by musician nervous_testpilot",2542,63524.58,1647,4602,18,True,2011
2399,Post Apocalyptic Mayhem,2011-03-17,9.99,288,Steel Monkeys,Next Dimension Game Adventures Ltd.,"Action,Racing","Post Apocalyptic Mayhem lets you race and battle heavily-modified vehicles through numerous breathtaking tracks and lay waste to other racers in over-the-top vehicular mayhem. You can use special vehicle abilities to cause spectacular destruction to enemy cars as you fight and speed to victory. You’ll experience remarkable speeds, hilarious and violent weapons, reinforced vehicles and various exhilarating tracks. The game offers various intense race modes to allow you to showcase both your driving and battling skills. PAM features an accessible physics-based driving model that allows you to sense the immense speed of all the post apocalyptic vehicles as well as feel every bone-jarring impact from both weapons and the tracks. Play single-player or battle up to five friends in online multiplayer mode. Key Features: Vehicles – PAM offers numerous post apocalyptic vehicles. All the Vehicles are heavily-modified and extremely menacing. All Vehicles are heavy-duty, reinforced and are able to take and give a lot abuse. The vehicles all look like they can quickly and easily travel over the newly scorched wasteland while effortlessly smashing other vehicle along the way. Weapons – All of the vehicles have three unique and powerful abilities that they can use to severely damage opposition vehicles: one front attack, a side attack and a rear attack. A Player can receive these special abilities by picking up Special Ability Barrels that are placed throughout all of the tracks. When a vehicle runs over a Special Ability Barrel, the vehicle will gain that specific ability and the Player will be able to use it whenever they prefer. Multiplayer – Intense Online Multiplayer racing for up to 6 players. Environments – The PAM tracks will be able to give players numerous options while racing as well as create intense areas for the all important collisions. All Tracks will contain: Awe-inspiring apocalyptic environments. Various paths around certain areas of the tracks. Funnel areas were players are forced to drive in close quarters with other vehicles. Huge Jumps. Numerous compelling and completely unique tracks. Achievements – 35 Steam achievements to be earned and displayed proudly. Online Leader Boards – Every kill, every race and every result will be recorded and uploaded to online leader boards for bragging rights and fueled competition.",1489,14875.11,1018,4672,52,True,2011
14477,Ancients of Ooga,2011-05-20,9.99,0,Bacon Wrapped Games,NinjaBee.com,"Indie,Casual","From the creators of 'Cloning Clyde' comes a new epic adventure! Eat, chant, and even puke your way through the highly comical, primeval land of Ooga! There’s never a dull moment as you meet, befriend, and finally acquire seven zany Oogani tribes. Uncover their lost ancient powers, and exploit their abilities and lead them in a revolt against the tyrannical Boolis. Classic platforming/puzzle solving with a novel eat/carry/puke inventory management component. Over fifty amazing levels, plus, narcotic slugs that make you loopy! Ancients of Ooga is sure to take you out of this world. Key features: An immersive adventure leading seven zany tribes to freedom. Unlockable ancient abilities for each unique tribe. Revive murdered chiefs each with incredible powers to control the elements. A novel eat/carry/puke inventory management component. Classic platforming/puzzle solving Over fifty levels",42,419.58,26,4608,24,True,2011
33624,Light Crusader,2011-01-26,0.99,0,SEGA,SEGA,RPG,"I am David Lander, swordsman in the service of the great King Frederick of Whitewood. A few days ago, I was sent by my lord to an audience with King Weeden of this land of Green Row. Trembling, King Weeden informed me that his townspeople have been disappearing daily. Neither the astrological charts nor even the king’s own oracle can explain. Green Row has always been a safe and charming land. Not any longer. I must find out what is happening to King Weeden’s people, and return them.",7,6.93,7,4722,0,True,2011
