index,Name,Release date,Price,Average playtime forever,Developers,Publishers,Genres,About the game,Estimate users,Estimated gross profit,Review score,Total days,Extras trophy,Operating System,year
43313,Al Emmo and the Lost Dutchman's Mine,2014-05-09,9.99,208,Himalaya Studios,Himalaya Studios,"Adventure,Indie","Embark on an epic cross-country journey that sends an unlikely hero deep into the heart of the wild west in search of love and an ancient, cursed treasure mine, said to contain inconceivable wealth! Meet Al Emmo. He's single. He's also a feeble, forty-two-year-old Easterner. But he has a plan: travel out west, marry a mail-order bride, bring her back east to introduce to his aging parents, and prove that he's a real man! Are you ready? But does Al have what it takes to be a cowboy? A stranger in town - a charming royal from Spain - competes for the object of Al's affections. And a looming thousand-year-old Aztec curse is bound to keep him on his toes. Brave a horde of desert perils including excessively-equipped prairie dogs, an extremist termite exterminator, arrow-happy Indians, and a liquor SO potent, you won't even remember your hangover! Does redemption lie within the haunted depths of the Lost Dutchman's Mine? Is Al brave enough to enter? And will his parents even miss him? Find out in Himalaya Studios' Wild Western, point-and-click adventure game! Developed and produced by Himalaya Studios, the team behind the popular and acclaimed free remakes of King's Quest 1, 2 ,3 and Quest for Glory 2 . FEATURES Steam Trading Cards and Badges Achievements Classic 2D-animated cutscenes Over 120 high-res, hand-painted background scenes More than 15,000 frames of fluid, pre-rendered character animation Unique Look, Interact, and Talk narrator messages for every location, item, and character Detailed speech portraits for all characters, all fully-voiced and lip-synced More than two hours of lovingly scored original music by Tom and Dianne Lewandowski Nine Acts filled with fun, excitement, humor, and danger!",58,579.42,10,3523,20,True,2014
18838,Ku: Shroud of the Morrigan,2014-03-17,4.99,148,bitSmith Games,bitSmith Games,"Action,Adventure,Indie","Forged from an ancient tale of Celtic mythology. An action-adventure set in a future Ireland devastated by technomagical war and economic collapse, humanity clings on by using the remnants of technology that survive. When their ancient spring of life begins to fail, an unwanted orphan child must leave the safety of his villages' mountaintop refuge. With only an ancient sword and a mysterious metal glove, he ventures into lands unexplored and twisted by strange ancient powers. Features Celtic-punk – a fusion of Celtic and steampunk aesthetics A rich and intriguing world, brought to life by beautiful hand-drawn sketches, lovingly painted and animated in high resolution A lush world populated with strange creatures and vicious enemies, born in the cauldron of war Fast-paced combat and epic boss encounters Combat Arena with unlockable arenas and high scores Critically acclaimed original soundtrack – Music from Irelands premier independent electronic artists Play in Irish – a full Irish translation of the game.",88,439.12,-42,3576,21,True,2014
46178,Fabula Mortis,2014-10-27,7.99,257,Deadghost Interactive,Deadghost Interactive,"Action,Indie","Main features: Explore a vibrant world based on steampunk and old fairy tales! Choose between 6 characters, all with an unique ability! Vlad can lunge through the sky, Wild Card can slide on the ground and Rouge has a radar as an advantage. Your arsenal consist of 12 weapons with an alternative attack, some even has two! Rouge's gun uses magnetic bullets, the cannon can kill several enemies in one shot and the claws can shoot magic projectiles. Compete on 4 maps with their own theme. Castle Transylvania offers combat in close quarters and the Red Queens flying ship is a level with lots of height differences.",85,679.15,-17,3352,0,True,2014
9660,Bliss,2014-12-08,0.99,0,Oruji Productions,Oruji Productions,"Adventure,Indie",Bliss is a quiet and subtle puzzle platforming adventure. Always searching for what he didn't have; the man climbed a mountain his entire life just to find himself alone at the top with a view of all the mistakes he made along the way. In Bliss you are a shadow trapped in a strange world constructed from someone's memories. The world is infected with dark creatures that you have to remove before you can proceed. To your disposal you have a boomerang and a stopwatch that can freeze time. Each level represents a period of a certain person's life as well as a stage in the Kübler Ross model (the five stages of grief). * Challenging gameplay &amp; little hand holding * 5 unique levels * 4 unique bosses * Challenge mode for each boss * Steam achievements * Heavy but subtle story told without words The game is played with a mouse and keyboard.,48,47.52,8,3310,10,True,2014
33768,Basketball Pro Management 2014,2014-01-06,0.0,0,Umix Studios,"Plug In Digital,Cyanide Studio","Simulation,Sports","Basketball Pro Management 2014 is the perfect mix between management and simulation. Become the coach of your favorite team and bring it to the top by managing a multitude of parameters each day: (rosters, trainings, finances, staff management, tactics, search for new talent and so on). Key features : 35 championships including 5 women championships, and US Universities (330 teams), 10.000 players Possibility to create your team Possibility to create your own systems (position/action of every player in planned attacks) Managing recruitment (free agents, loans, purchase or trades, scouting for new talents etc..) Managing trainings Managing tactics Simulation of the matches is set in real time, the user directly influences the game: Possibility to change the tactics and make substitution at any moment during the game The AI reacts after each of your choices. 2D simulation of the matches Developed by Umix Studios, Basketball Pro Management 2014 is a mix between management and sport simulation. Play as the basketball coach of your favorite team and bring it to the top! This results in the management of a multitude of parameters each day : starters choice, trades, trainings, finances, management staff, tactics and even new talent research. You will also manage your team's objectives, but be careful not to aim too high otherwise your superiors might lose patience ! Each choice will have a direct influence on the course of each game with a new gaming system in the world of sports simulation. Management and tactical aspects of BPM 2014 offers a unique experience in a management game that will appeal to the finest tacticians as beginners. Indeed, Basketball Pro Management 2014 has a very advanced edition of tactics, but simple basketball fans are not as disadvantaged as many tactics are already included in the game. If these are not enough, you can always create your own systems by choosing the position and action of each player at a given moment ! You can call your systems at the best moment of the game (can be done before every possession) in order to win it ! If you do not want to manage systems, no problems : let your point guard select systems ! If your team is in a bad phase, you can always change your defense, the players' shooting distance or positions. Also be aware of your players' fatigue and fouls not to get stuck at the end of games ! Basketball Pro Management 2014 is also equipped with a more realistic scouting system that will make your recruiting exciting ! Enjoy the unlimited lifetime with the 'Create a team' mode which allows you to choose the team of your choice from over 35 championships. Play for the promotion, fight for the title, avoid relegation, play the European Cup ? All this is possible in BPM 2014, each and every player has his goal!",53,0.0,-33,3646,0,True,2014
28388,Qbeh-1: The Atlas Cube,2014-05-15,9.99,513,Liquid Flower,Digital Tribe,"Adventure,Casual,Indie","QBEH-1: The Atlas Cube is an atmospheric 1st-person puzzle platformer by Liquid Flower that takes players on an inspired quest through a variety of divergent worlds, each filled with new mysteries and secrets to uncover. In each world, players find special cubes that must be collected and used to navigate to the next portal. Some cubes will simply be used as stepping stones to new areas while others are imbued with magical properties such as gravity and propulsion. Created by Liquid Flower, QBEH-1: The Atlas Cube is a prequel to their much beloved Qbeh , a small student project that found its way online and into the hands of gamers and journalists alike who wanted more after feasting on the appetizer. Now, QBEH-1: The Atlas Cube builds on the core concept and aesthetics introduced in the original and brings even more polish, passion and gameplay into the new game. Now includes a LEVEL EDITOR with STEAM WORKSHOP support! Build your own levels then share and play those made by the community. MAIN GAME FEATURES: Solve elaborate puzzles using a variety of Cube types such as Building Blocks, Energy Cubes and Gravity Manipulators Explore atmospheric Worlds, each with 6 challenging levels and unique themes Discover alternate paths, intriguing platforming elements and secrets to unlock an unfolding mystery Experience an immersive &amp; mesmerizing Soundtrack that pulls you into the adventure Uncover the game’s narrative through interpretive imagery Oculus Rift Support (supports DK1 &amp; DK2) STEAM WORKSHOP FEATURES: Create levels using similar (world) styles found in the game Mix and match styles from multiple themes in one level Add doors, switch activated doors, moving platforms, fans and more Add special cubes (basic, energy, gravity and force) Add geometry blocks such as walls and floors with different styles Move, resize and rotate objects (only geometry blocks are resizable) Change lighting and add light cubes as light sources Change skybox Select your background music from tracks available in the game Test levels right in the editor Share levels through Steam Workshop Play levels made by others",665,6643.35,506,3517,18,True,2014
26808,Reaper - Tale of a Pale Swordsman,2014-02-07,5.99,41,Hexage,Hexage,"Action,Indie,RPG","Enter the world ripe with magic and monsters. Become the Black Swordsman and slay thousands of enemies in an epic action RPG! War broke between the industrious Imperium and the savage tribes of Wilderness. Demons and carrions have returned to the land. Play all sides and make your own decisions. Take countless quests and uncover the secrets of Wilderness! Level up your character with skills of your choice. Select from more than 30 unique &amp; tiered skills to improve your character. Loot gold from slain enemies, find treasures and negotiate quest rewards. Choose from hundreds of exquisite armors, swords and accessories. Features Dark Harvest Mode. Standalone action game with separate character and inventory. Win a sequence of battles to level and gear up. Torken Arena. Face the mightiest Torken warriors in an unforgiving contest for gold and fame. Dark Shrine. Long forgotten shrine in the woods holds a sinister secret. (Repeatable quest.) Dark Item Set. Mastercrafted full heavy armor, sword and accessories available at merchants. Jet black and imbued with dark magic powers. Fortune Teller. Orisee is a master of the Destiny Tarot. For a price, she may steal a card from fate itself. Support and Feedback Please contact support@hexage.net with any inquiry or feedback. Follow @hexage for the latest development updates and news.",425,2545.75,152,3614,10,True,2014
28956,Obludia,2014-07-18,2.99,276,FobTi interactive,FobTi interactive,"Action,Indie","Obludia is an old-school arcade arena action inspired by classics such as Robotron or Smash-TV with RPG elements. You play as a demon hunter whose purpose is to survive in a dangerous dungeons. Fight your way through 50 levels full of thrilling action with hordes of challenging enemies and tough bosses. Enjoy mighty power-ups and deadly weapons! Enter the world of Obludia and SLAY the EVIL! Game Features: 50 levels full of thrilling action! 8 Deadly weapons and Nice Spells! Old-School arcade gameplay! Local co-op: Play single player or together with a friend! Destroy Hordes of monsters like: Zombies, Skeletons, Spiders and more. Fight with 5 powerful Bosses. Save the Princess (she is not princess… be careful) Level up your little hero and collect many special power-ups! Includes 16 Steam Achievements! AND MUCH MORE!",67,200.33,-3,3453,26,True,2014
37060,Jagged Alliance 1: Gold Edition,2014-04-23,9.99,18250,"Sir-Tech,Madlab Software",THQ Nordic,"Action,RPG,Strategy","Jagged Alliance is a true legend of tactical turn-based Strategy! The Gold Edition includes Jagged Alliance and Jagged Alliance: Deadly Games. The return of a real classic - for the first time on Steam! 20 years ago, Jagged Alliance made an impact and changed the strategy genre forever. Now you can experience this legend in its glorious original form. A desperate call for help from the island Metavira: The scientist Jack Richards and his lovely daughter Brenda are reaching out to you. The Fallow trees and thus the precious, medical sap on which countless of lives depend, are under the control of the evil and traitorous Santino. That’s why Jack and Brenda hire you, the commander of a mercenary force, to put an end to Santino's insane plans. You and your mercenaries have to reclaim the island sector by sector, turn by turn. Cultivate the Fallow Trees and process their juices, as they are the basis for your funding. Hire better mercenaries, train local militias and manage your equipment wisely. Get your troops out there and help the people of Metavira! Experience a true classic 60 mercenaries, 60 attitudes, 60 voices Lots of authentic weapons and equipment Intense turn-based combat Non-linear gameplay High replay value",358,3576.42,200,3539,0,True,2014
110,Numba Deluxe,2014-05-23,2.99,119,Cobra Mobile,KISS ltd,Casual,"An exciting, all-new gaming experience which is fun, challenging and will help you increase your overall mental fitness! Create Numba chains in various sequences. Sound easy? Get ready for some great fun and absorbing gameplay through 3 testing game modes as you strive to become the ultimate Numba Champion in this all-new puzzler. Features: Stunning Graphics and Effects Combos, Bonuses, Gems and more High Score Tables for all your scores",259,774.4100000000001,69,3509,0,True,2014
