index,Name,Release date,Price,Average playtime forever,Developers,Publishers,Genres,About the game,Estimate users,Estimated gross profit,Review score,Total days,Extras trophy,Operating System,year
38350,Wargame: Airland Battle,2013-05-29,19.99,1148,Eugen Systems,Eugen Systems,"Indie,Simulation,Strategy","2 SIDES, 12 NATIONS, 750 UNITS: THE STRATEGY GAME REFERENCE IS BACK! Richer, more beautiful and more accessible, Wargame AirLand Battle is the sequel to the explosive real-time strategy game Wargame European Escalation! 1985. After several months of tension between NATO and the Warsaw Pact, an incident in the North Sea suddenly sets the world on fire, starting an all-out war. Command the entire military resources of the period, and plunge into the heart of a new dynamic campaign! With the arrival of air forces, select from a phenomenal array of 750 units (including tanks, planes, helicopters, and infantry) to build your army. Engage in spectacular battles with unmatched strategic depth, on huge battlefields as large as 150km², powered by a new graphics engine. Impressive in solo play, Wargame AirLand Battle is even more engaging online. The game features ultra-complete multiplayer modes, where up to 20 players do battle simultaneously!",4250,84957.5,3175,3868,2,True,2013
29077,Journey of a Roach,2013-11-04,0.69,165,"Koboldgames,Daedalic Entertainment",Daedalic Entertainment,"Adventure,Indie","Nuclear war, post apocalypse, barren and lifeless wastelands. Lifeless? Not so much! Mutated insects have made their home in a bomb shelter and they're set on exploring the world. Let this point&amp;click adventure welcome you to a hilariously bizarre end time world and join the roaches Jim and Bud on their journey to the surface. Journey of a Roach tells the story of two roach-buddies, who want nothing but see the surface world. On their way up, they meet all kinds of bizarre and ludicrous insects inhabiting the post-apocalyptic earth. In atmospheric 3D point&amp;click adventure style you'll take control of Jim the roach through the bomb shelter, effortlessly crawling your way along walls and ceilings. This innovative and dynamic game mechanic creates opportunities for a wholly new puzzle design. Fondly designed speechballoons offer an unconventional new dialogue experience and the soundtrack delivers and atmospheric, post-apocalyptic mood. Key Features Point&amp;click Adventure in a unique environment Crawl along walls and ceilings, exploring secret underground Innovative controls create dynamic game mechanics Atmospheric 3D comic style world Two charming, memorable protagonists with humorous, nonverbal means of communication",1687,1164.03,1301,3709,18,True,2013
29889,Desperados: Wanted Dead or Alive,2013-11-20,4.99,25,Spellbound,THQ Nordic,"Action,Strategy","'Desperados: Wanted Dead or Alive' is the first strategy game ever to combine a movie-based and story-driven atmosphere of an adventure game with the intellectual challenge of a real time tactic game. In this western-style title, discover a game of strategy and tactics played out in exceptional real time. You're in charge of a team of 6 mercenaries and must find a way to complete your missions, be it infiltrating an enemy fortress, saving a team member or escaping an ambush... Combine the different skills of your 6 heroes to lead them to victory. The Story El Paso, a typical Wild West town in the southwestern United States near the Mexican border. It is the year 1881. For the last few months, the trains belonging to the famous railroad company, Twinnings &amp; Co have been the target of a whole series of hold-ups and ambushes. The management of the company has decided enough is enough and they have to put an end to the raids. It has offered a reward of $15,000 for anyone who captures the leader of the gang responsible. But no one in and around El Paso has the courage to take on the might of the bandidos, so the outlaws just keep on robbing train after train. Even the local Marshal is keeping well out of it. It’s only when a stranger rides into town that things start to change. Bounty hunter John Cooper pays a visit to the local Twinnings &amp; Co manager offering to end the railroad company’s problems once and for all. He gathers together a gang of his old partners and declares war on the bandidos. But during his pursuit, which will take him through half of the southwestern United States, Cooper soon discovers that on this mission nothing is quite what it seems... Key Features More than 20 enemies with different profiles, from the lazy and cowardly bandit, to the fearsome mercenary. A team of 6 characters, each with their own very distinct characteristics, to manage in real time. 25 different levels provide nail-biting intrigue, with cinematic transition scenes and landscapes that will take your breath away. Amazing artificial intelligence! Each enemy is ranked on 10 different criteria, including intelligence, courage, marksmanship, resistance to alcohol, etc. An array of different settings: day-time, night-time, storms, dusk, villages, ghost towns, fortresses, gold mines, saloons, prisons, boats 6 training levels to allow the player to really get into the story",1824,9101.76,1298,3693,0,True,2013
52694,Brothers - A Tale of Two Sons,2013-09-03,14.99,151,Starbreeze Studios AB,505 Games,"Action,Adventure,Indie","Guide two brothers on an epic fairy tale journey from visionary Swedish film director, Josef Fares and top-tier developer Starbreeze Studios. Control both brothers at once as you experience co-op play in single player mode, like never before. Solve puzzles, explore the varied locations and fight boss battles, controlling one brother with each thumbstick. A man, clinging to life. His two sons, desperate to cure their ailing father, are left with but one option. They must set out upon a journey to find and bring back the 'Water of Life' as they come to rely on one another to survive. One must be strong where the other is weak, brave where the other is fearful, they must be... Brothers. This is one journey you will never forget.",38977,584265.23,34757,3771,12,True,2013
23355,LEGO® Marvel™ Super Heroes,2013-10-22,19.99,1764,Traveller's Tales,Warner Bros. Interactive Entertainment,"Action,Adventure","LEGO® Marvel™ Super Heroes features an original story crossing the entire Marvel Universe. Players take control of Iron Man, Spider-Man, the Hulk, Captain America, Wolverine and many more Marvel characters as they unite to stop Loki and a host of other Marvel villains from assembling a super-weapon capable of destroying the world. Players will chase down Cosmic Bricks as they travel across LEGO Manhattan and visit key locations from the Marvel Universe, such as Stark Tower, Asteroid M, a Hydra base and the X-Mansion. Smash, swing and fly in the first LEGO videogame featuring more than 100 of your favorite Super Heroes and Super Villains from the Marvel Universe, including Iron Man, Wolverine, the Hulk, Spider-Man, Captain America, Black Widow, Loki and Deadpool. Help save Earth as your favorite Marvel character with your super-cool strengths and abilities: Iron Man flies, hovers, shoots missiles and unleashes a powerful unibeam directly from his chest. Spider-Man shoots webs, uses his spider-senses to spot objects invisible to others, crawls up walls and, of course, web-slings. Captain America throws his mighty shield at objects and enemies, embeds it into a wall to create a platform, and protects himself from damage. Hulk smashes! Perform new and powerful moves as “BIG-fig” characters like Hulk and Abomination. Leave a path of destruction as you smash through LEGO walls and throw cars using hyper strength. Discover LEGO Manhattan like never before, and travel to iconic locations from the Marvel Universe, such as the X-Mansion, Asteroid M and Asgard. Create unique Super Heroes with customizable characters. Enjoy an exciting original story, filled with classic LEGO videogame adventure and humor.",17915,358120.85,15623,3722,47,True,2013
19925,Ragnarok Online,2013-10-31,0.0,59,Gravity Interactive,Gravity Interactive,"Free to Play,Massively Multiplayer,RPG","In the world of Rune Midgard, it was a time of strife between the Gods, Humans and demons... Battle weary from the long war's carnage, the factions entered into an uneasy truce. The truce grew into a fragile peace that lasted for a thousand years. As the memory of that great war faded into legend, the humans began to fall back into the corruption, selfishness and arrogance that they had once risen above. Breaking this time of tranquility is the sudden strange howl that tore through the boundaries dividing the Gods, Humans and Demons. Once peaceful creatures began to attack villages, and violent earthquakes ripped whole continents apart. Sinister corporations to the north engage in twisted genetic experiments and the recent discovery of a pan dimensional portal has opened up amazing new adventures. With the Ragnarok threatening to destroy Rune Midgard, adventurers are needed to step up and battle against the forces of Chaos. Join your friends in exploring the world and build your own legend in RO! *Steam login designed for new accounts registered through the Steam service. Key Features Hybrid 2D/3D Graphics One of the first things noticed about RO is that the character and player models are sprite based while the towns, fields and dungeons are polygonal. This gives RO a unique visual style that hearkens back to the golden age of console RPGs. Extensive PVE and PVP content Whether you want to hunt down the toughest monsters in Rune Midgard or engage in our bi-weekly Guild vs. Guild War of Emperium, Ragnarok Online has over 10 years worth of content, including new maps, new classes, challenging instanced dungeons and PVP arenas and Battlegrounds. Extensive class system Every player starts out as a novice class character, from there you choose a class. Multiple branching paths when you level up adds up to a total of 32 classes, each with their own specific abilities. From the hard-hitting Monk to the Robot riding Mechanic, there is a class for every type of player. Make your character your own Character's skills stats are completely customizable with each choice ultimately changing the direction a character will take. Combinated with many different job choices this allows characters to be unique adventurers in the world of Ragnarok Online. Forge, brew and sell Merchant class characters can open shops, and put items up for sale in a totally player driven economy. In addition, certain classes can craft high level equipment and consumables. Weekly events and updates RO is updated every week with fun new things for players to do, and we have major quests and events added every month. Passionate Community The RO fanbase was established in the early 2000s and we have many players who have been with us since the game's early days. We have quests, in-game art and events that come directly from our extremely creative community.",1950,0.0,939,3713,0,True,2013
6370,Shelter,2013-08-28,9.99,175,Might and Delight,Might and Delight,"Adventure,Indie","Experience the wild as a mother badger sheltering her cubs from harm. On their journey they get stalked by a bird of prey, encounter perils of the night, river rapids crossings, big forest fires and the looming threat of death by starvation. About Shelter : Food is to be found, but is there enough for everyone? You will learn that the cubs need food not just to survive, but to enable them overcome the varying challenges they will face as they make their way through the world. Are you ready for a truly different adventure, something that might evoke feelings you've never felt in a game before? In the wild, all living creatures are put to the test. The question in the end is who will survive to live another day? Retro Family have once again composed a beautiful soundtrack to an original and graphically innovative setting in a world of nature where shelter is your only hope and survival your only goal.",3529,35254.71,2479,3777,1,True,2013
31682,Papo & Yo,2013-04-18,14.99,110,Minority Media Inc.,Minority Media,"Adventure,Casual,Indie","Quico’s best friend, Monster, is a huge beast with razor-sharp teeth, but that doesn’t scare Quico away from playing with him. That said, Monster does have a very dangerous problem: an addiction to poisonous frogs. The minute he sees one hop by, he’ll scarf it down and fly into a violent, frog-induced rage where no one, including Quico, is safe. And yet, Quico loves his Monster and wants to save him. As Quico, players will build their friendship with Monster by solving puzzles together and adventuring through a magical, surrealist world. Players will need to learn to use Monster’s emotions, both good and bad, to their advantage if they want to complete their search for a cure and save their pal. Key Features Real Relationships – Through a unique mix of gameplay and interactive narrative, players explore the complex relationships between Quico, Monster, Lula and Alejandra A Magical World – a beautiful South American favela based in fantastical realism which highlights actual pieces by celebrity graffiti artists A Captivating Original Soundtrack – a soulful sound design created entirely from scratch by Venezuelan-born composer Brian D’Oliveira and La Hacienda Creative Environment-based Puzzle – explore and interact with a world full of whimsical surprises to progress in your journey A Personal Story – inspired by Creative Director Vander Caballero’s tumultuous childhood",2742,41102.58,2387,3909,11,True,2013
114,The Chaos Engine,2013-08-29,9.99,139,"Abstraction Games,The Bitmap Brothers",Rebellion,Action,"Prepare for the dark world of The Chaos Engine, a steampunk Victorian age in which one or two players must fight the hostile creations of the Chaos Engine across four dynamic landscapes and take part in the ultimate battle. Choose from six hard-nailed mercenaries each with their own unique weapons and skills. Those who have the strength and skill to overturn the Chaos Engine will be remembered. (The Chaos Engine was originally known as Soldiers of Fortune in North America) Game Features Battle through four unique worlds in single player or online and local co-op modes. Play in ‘Enhanced mode’ or ‘Classic mode’ with its original graphics and controls for the true Amiga experience. Gamepad support with optional 16-directional movement. Steam achievements to test the mettle of both new players and old fans. Relive the classic 90’s Richard Joseph soundtrack.",375,3746.25,115,3776,34,True,2013
20276,YOU DON'T KNOW JACK Vol. 4 The Ride,2013-11-05,2.99,101,"Jackbox Games, Inc.","Jackbox Games, Inc.","Casual,Indie","Play the game that many consider to be YDKJ’s most fun offering – The Ride! Already played it? Trust us, you've forgotten everything by now. For the fourth volume of the mega-award-winning CD-ROM trivia game show, the YOU DON’T KNOW JACK crew decided to throw out the YDKJ rule book and start fresh! This ain't your daddy’s YOU DON’T KNOW JACK! Suffice to say, you can take any preconceived notions you've had about the YOU DON’T KNOW JACK series and chuck ’em down an open elevator shaft because YOU DON’T KNOW JACK Volume 4 is going to take you on The Ride of your life!",112,334.88,71,3708,0,True,2013
