index,Name,Release date,Price,Average playtime forever,Developers,Publishers,Genres,About the game,Estimate users,Estimated gross profit,Review score,Total days,Extras trophy,Operating System,year
59332,Insurrection: Cyborgs Awakening,2022-07-27,0.0,0,"Chonky Wave Games,ESAT",ESAT,"Action,Indie,Early Access","Chrome Hero Insurrection: Cyborgs Awakening features a classic beat em’ up gameplay. Make your way through the neon city of Beat Bay, a place where peace has never been an option. Fight as Michael, the pilot of the incredible TH-3000, unleash devastating combos to take down your enemies or destroy them completely by making powerful and unique abilities. Fight for humankind The corporation ‘Driftonics’ has taken advantage of this by providing cures to deadly diseases to its inhabitants through nanotechnology or modifying their bodies with robotic parts to achieve technological utopia. What no one knew is that this was all just an evil plan to possess the minds of their citizens and turn them into cyborgs ready to kill. Fight against a variety of enemies, from the weak and volatile Scout, through the agile and deadly gang members of the High Heels, to the mighty Iron Hearts. Stop the Massacre Help Michael take down the top executives of “Driftonics” Corporation. Starting with the beautiful but fearsome Cyberna, a powerful winged cyborg who will be willing to destroy everything in her path in order to complete her campaign of world domination. The Purest Retrowave Style Enjoy fantastic 3D graphics with handpainted textures. Move through the awesome Beat Bay, featuring four different levels with their own theme. Enjoy an exciting story of hilarious action in the purest style of the 80s and above all, be ready to kick metal asses.",0,0.0,0,522,0,True,2022
61593,Brave survivors,2022-09-30,2.39,0,blink,"blink,Dreamstep","Action,Adventure,Casual,RPG","At the fairgrounds of Fallingwater in brave land, our princess Lina seems to have had an unwaking nightmare, in which her companions are imprisoned in demonic cages, only by rescuing all your companions and gaining full strength to defeat the Nightmare King can you return to reality and assist Princess Lina! ! Be a survivor! !! ! Upgrade the weapons, choose your favorite skills. Unique combination with skill and role. A 14 minutes roguelike experience, shoot with fantastic and exciting experience!! Believe yourself and beat the boss!",26,62.14,12,457,0,True,2022
45373,MOAR - Appeteaser,2022-07-18,12.99,0,Lumi Finley,Lumi Finley,"Action,Adventure,Early Access","💛 MOAR - Appeteaser is the sandbox version of Mayhem on a Rainbow - VR which will come in 2023 and is going to have an epic story campaign. 💛 The Appeteser offers endless fun with wave and arena shooters spiced with mini games and an upcoming ingame level builder. Multiplayer is also among future plans. 💛 You will fight a horde of various zombies with different kind of ranged and melee weapons. 💛 You can collect points to unlock new guns, levels and power ups. 💛 It is an easy going fun in which you can jump in any time and enjoy a bit of mayhem.",7,90.93,4,531,0,True,2022
36464,Islet Hell,2022-07-24,0.99,0,dimi309,dimi309,"Action,Casual,Indie,Simulation","This is a flight simulator in which you control a plane flying over a sea of small islands. The game is organized in a series of 10 levels of increasing difficulty. You have to shoot down all enemy planes and sink all enemy ships in order to win at each level. A radar at the bottom right of the screen allows you to locate all enemies as red dots with regard to your position, which is a black dot at the middle of the radar. Navigate the plane with the arrow keys in typical flight-simulator style: Left and Right for roll and Up and Down for pitch motion. Shoot with the space-bar. That is all! You have no bombs so you have to sink ships by simply shooting at them. However, they can fire missiles at you.",2,1.98,2,525,0,True,2022
61188,Fech The Ferret,2022-09-21,22.49,0,aucritas,aucritas,"Action,Adventure,Casual,Indie,Racing,Early Access","Fech The Ferret is a fast and loud parkour platformer where the faster you go, the better music gets. In this game you get to lead Fech, our pink ferret protagonist, on his first adventure in the region of Marmocle. Run through an open world and meet some quirky animals as you slowly uncover what's behind the mishaps happening in Marmocle. The game promotes two distinct playstyles: one that sees you try quickly reach each zone goal and one where you get to uncover secrets by using Fech's climbing abilities and meeting the various NPCs. Spread throughout the world you may also find special 'ara' levels, these are rhythmic challenges where Fech has to jump and avoid obstacles to the rhythm of the music. Fech The Ferret is a game made for both people who enjoy high speed platforming and players who prefer to enjoy a lush world at their own pace. The story starts as Fech wakes up in a strange forest. He hasn't gotten to Marmocle by accident, but he knows barely anything about this land. Unsure on where to go he heads to a pointy structure outside of the forest, away from the the evil pollen that's bothering him.",7,157.42999999999998,5,466,0,True,2022
59285,Voltage High Society,2022-07-27,3.59,0,Platonic Partnership,Platonic Partnership,"Action,Early Access","ENTER. EVOLVE. ESCAPE. In this cyberpunk-bodyhorror-metroidvania, you are a nameless prisoner thrown into an island ruled by cybernetic monsters. Fight your way through the horrors, gain new weapons and abilities, and look for a way out. Inspired by japanese cyberpunk and Escape from New York, featuring gritty retro graphics with modern touches. DISCOVER NEW WEAPONS, ABILITIES &amp; LOCATIONS In true Metroidvania-style, the tools you acquire will grant you access to new areas, ways to fight your enemies, and solve puzzles. FIGHT CYBERNETIC HORRORS Fast-paced and unique combat. As you roam around the levels you'll constantly run into new monster designs to keep you on your toes. And, instead of having firearms, you´ll do more than just aim &amp; shoot at things. GRITTY RETRO AESTHETICS Combining both modern &amp; old school tech, black &amp; white visuals and vibrant colors, you'll always have surprises ahead. One area might be dark and gritty with menacing monsters, the other a parade of colours with fast-paced arcade combat.",13,46.67,9,522,0,True,2022
5246,Line Strike,2022-02-02,0.0,0,SEFOGU,SEFOGU,"Casual,Free to Play,Indie,Massively Multiplayer,Strategy,Early Access","In Line Strike, you take on the role of a small army commander. All you need to do is select the desired type of troops and install it on the map. Find your perfect tactics and defeat your opponent. The game does not require a quick reaction and micro control, only knowledge of the properties of your units and tactical ingenuity. At the beginning of the battle, choose one of the parties to the conflict. All sides have their own unique unit features with their own strengths and weaknesses. Choose one of the commanders. Commanders directly participate on the battlefield, helping with their ultimate skills. Each commander affects the cost of units or other characteristics of the army. Collect gold, recruit units, and upgrade them. The ability to choose the right strategy for hiring and placing units determines the winner of the battle! Destroy the enemy BOSS to win! Earn experience, ranking, and cups. Recruit new commanders to diversify your strategy. Find different weapons and equipment to strengthen your commanders.",0,0.0,0,697,0,True,2022
36334,Unlock Kimono Cuties,2022-04-08,5.99,0,William at Oxford,William at Oxford,"Action,Casual,RPG,Simulation","This game is a casual game. Various interactive items: most items in each scene can be interacted with. Players need to find the correct items in the scene to give to the NPC according to the needs of the NPC. After the NPC's favorability reaches a certain stage, the mini-game will be activated. At this point, the player needs to pass the mini-game to unlock the next level. In the last level, players can select a photo from our preset character image library to generate a custom avatar to replace the character image of the NPC in this level. Instructions: Esc key: main menu; E key: interact with item; C Key: Squat down; W A S D keys: control movement; In the Kyoto alley scene, the space bar is used to bring up the avatar settings.",15,89.85000000000001,9,632,0,True,2022
32041,Van Van Up!,2022-01-26,4.99,0,"Atomic Fabrik,Cristian Manolachi","Atomic Fabrik,Cristian Manolachi","Adventure,Casual,Indie,Racing,Simulation","Welcome in Van Van Up! , a racing game which will give you another experience about everything you thought about driving until now. As an experienced van driver you will have to test your driving skills in the most delicate conditions like bad weather or dangerous curves. The most different here is the road, but we're counting on your skills! Choose the van and let the adventure begins right now! Game Features: - 8 vans to choose from - The weather changes each time - Collectable coins to buy new &amp; faster vans",1,4.99,-1,704,0,True,2022
10218,Outpost Defender 2-Beta,2022-05-10,0.0,0,FluffyPants Games,FluffyPants Games,"Action,Casual,Free to Play",The Space-Outpost is under assault! You must defend it. Fight off infinite waves of alien invaders. Survive as long as possible. A retro/arcade pixel-art outbreak challenge to set the highest score! Single-player and Local Co-Op enabled. Use stackable powerups to increase your abilities. Use Challenge Mode to design your own creative enemy waves!,0,0.0,0,600,0,True,2022
