index,Name,Release date,Price,Average playtime forever,Developers,Publishers,Genres,About the game,Estimate users,Estimated gross profit,Review score,Total days,Extras trophy,Operating System,year
16426,Chaos Theory,2008-05-22,2.99,0,blurredVision,blurredVision,"Casual,Indie","Meet Chaos Theory! A balanced mix of arcade gameplay and challenging physics-based puzzle solving. The main objective in Chaos Theory is to fill 'Collectors' with magnetically charged particles. Those particles move freely in the environment and are influenced by other objects and their magnetic forces. Attract free particles, bind them to objects, and shoot them onto the Collectors to finish a level. Physics-based puzzler More than 50 Levels Includes Steam Achievements Level editor: Build your own levels and share them with your friends Tutorials that introduce every new game element",12,35.88,8,5701,12,True,2008
52673,Pacific Storm Allies,2008-08-18,7.99,140,Lesta Studio,Buka Entertainment,"Simulation,Strategy","The long-awaited sequel to Pacific Storm; Pacific Storm: Allies expands upon the success of the internationally acclaimed original to deliver an unforgettable mix of real-time strategy and blistering arcade combat, recreating World War II's most heated battles. Experience large-scale naval and air operations of the Pacific as either the United States, Imperial Japan, or new playable nation - the UK. Marvel at the enhanced 3D visual engine complete with detailed damage modeling. Settle disputes via diplomacy or battle. Or assume direct control over stunningly-rendered ships and planes to personally annihilate your adversaries. From the US to USSR, Germany to Japan, new missions, tactical maneuvers and multiplayer modes offer armchair admirals greater excitement than ever. Whether you chart the conflict's progress from a strategic level or man a deck gun or get behind the controls of a fighter or bomber and personally take the fight to your foes, seize the day and rewrite history of some the most intense battles of World War II! ENGROSSING WORLD WAR II ACTION AND STRATEGY - Diplomats, strategists and fighter jocks will all have a place in the game; seize the day from behind a deck gun, in a plane's cockpit, or as an admiral in the fleet's strategic planning room. NEW NATIONS - Play as the United States, Japan, and now as Great Britain. Ally with the AI-controlled Soviet Union, Holland or Germany, using updated diplomacy features. A MASSIVE ASSORTMENT OF HISTORICALLY-BASED UNITS - Employ bombers, fighters, submarines, battleships, aircraft carriers and other power hitters of the Second World War. Go beyond the Pacific Theater and even command the Bismarck or HMS Hood. ENHANCED GRAPHICS - An updated 3D graphics engine beautifully renders units, including detailed damage modeling and persistent combat effects. REVAMPED CONTROLS - Master grand strategy, new technology development or in-your-face combat with a newly updated control scheme that streamlines everything from resource management to dog-fighting. MULTIPLAYER MAYHEM: Play head-to-head in action-oriented dogfights, join in cooperative mode with friends, or play competitively against the AI and online opponents to succeed in historical missions or massive theater-wide campaigns.",193,1542.07,35,5613,0,True,2008
16096,Tom Clancy's Ghost Recon® Desert Siege™,2008-07-15,4.99,1,Red Storm Entertainment,Ubisoft,Action,"East Africa, 2009. A 60-year conflict boils over as Ethiopia invades its smaller neighbor Eritrea, threatening the world's most vital shipping lanes in the Red Sea. An elite team of U.S. Army Green Berets, known as the Ghosts, moves in to safeguard the seas and free Eritrea. As the war rages on, the Ghosts are drawn from Eritrea's shores to the heart of Ethiopia in their deadliest battles yet. New multiplayer modes - Team-based Siege and Domination modes allow teams to attack or defend territory. Both new modes are fully compatible with your original Ghost Recon game - play for hours on the original maps. 8 new single-player missions. 4 new dedicated multiplayer spaces. 9 new multiplayer weapons, including the Bizon submachine gun, the M98 sniper rifle, and the fearsome M-60 machine gun.",90,449.1,77,5647,0,True,2008
40413,Children of the Nile: Alexandria,2008-09-22,2.49,19,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.","Strategy,Simulation","Children of the Nile: Alexandria is an addition to the base Children of the Nile game, adding a new mini-campaign focused on the rise of the city of Alexandria. Using the unique city-building dynamics of Children of the Nile, you will carve out a new dynasty to rule all of Egypt, and build the greatest city of the ancient world! Each person in your city is a fully developed person, with wants and needs. Tend to their needs and they will work for you so that you can create a powerful empire and a lasting legacy. In Alexandria, you assume the role of the new Pharaohs of Egypt, in a three-scenario mini-campaign set during and after the final stages of Alexander the Great's career. Consolidate your power as Alexander's former lieutenants vie for control of his empire, all while growing a massive new Egyptian capital and constructing new massive monuments: the Great Lighthouse and Great Library of Alexandria!",145,361.05,88,5578,4,True,2008
13804,Luxor 3,2008-06-10,9.99,33,MumboJumbo,MumboJumbo,Casual,"A brave young Pharaoh, killed prematurely by a fierce sandstorm and embodied by the gods as a skillful scarab, must battle the powerful god of Chaos, Set, to free the essences of other Egyptian gods contained within colorful magical spheres. Stop the procession of approaching spheres as they journey through the maze by matching three or more. Call upon the gods, denoted by color, to release specific power-ups and purchase upgrades with Ankh coins collected during gameplay. Free all the gods from captivity before they reach the pyramid at the end of their path, or all is forever lost. Original music, enhanced animation and even more spectacular effects Seven unique game modes, including five never before seen Over 140 nail-biting levels of gameplay Challenging and dynamic play with branching and merging pathways Utilize reflectors to make matches that were otherwise impossible Upgradable power-ups plus exciting ball sets and shooters to unlock New bonus level gameplay introduced",149,1488.51,111,5682,0,True,2008
39917,World of Goo,2008-10-13,14.99,103,2D BOY,2D BOY,Indie,"World of Goo is a multiple award winning physics based puzzle / construction game made entirely by two guys. Drag and drop living, squirming, talking, globs of goo to build structures, bridges, cannonballs, zeppelins, and giant tongues. The millions of Goo Balls that live in the beautiful World of Goo are curious to explore - but they don't know that they are in a game, or that they are extremely delicious. Mysterious Levels - Each level is strange and dangerously beautiful, introducing new puzzles, areas, and the creatures that live in them. World of Goo Balls - Along the way, undiscovered new species of Goo Ball, each with unique abilities, come together to ooze through reluctant tales of discovery, love, conspiracy, beauty, electric power, and the third dimension. The Sign Painter - Someone is watching you. World of Goo Corporation - Congratulations! World of Goo Corporation is the Global Leader in Goo and Goo Related Product, including World of Goo Corporation Trademark Brand Soft Drink Beverage and World of Goo Corporation Trademark Brand Facial Exfoliating Lotion. Succulent! Massive Online Competition - Human players around the world compete in a living leaderboard to build the tallest towers of goo in World of Goo Corporation's mysterious sandbox. World of Goo Corporation is contractually obligated to state that everyone is a winner and is enthusiastic to celebrate everyone's tower building opportunities equally. Congratulations, and good luck!",5049,75684.51,4477,5557,9,True,2008
53580,Death to Spies,2008-03-12,4.99,138,Haggard Games,Fulqrum Publishing,"Action,Adventure","Smersh is Russian for 'Death to Spies' and was the name of a set of counterintelligence agencies formed in the Soviet Army during World War II. Their mission was to secure the rear of the active Red Army by arresting traitors, deserters, spies and criminal cells. During the war these agents became the main force combating the German intelligence service. As captain of the 4th department of Smersh, it is your job to execute these operations in the heart of enemy territory. Be prepared to complete various tasks, including stealing important documents, eliminating enemy officers, kidnapping high-ranking officials, and sabotage enemy plans. Third-person stealth action immerses the player into the atmosphere of World War II military intelligence operations. Different types of missions based on real historical intelligence and counterintelligence operations. Freedom to choose the way a mission is completed. Extensive real-life indoor and outdoor locations. A variety of different spy skills at the player's disposal such as sneak, hide, carry dead bodies, change clothes, mine objects, throw knives, sniping, picking locks, setting traps and many others. Authentic weapons and vehicles of World War II.",789,3937.11,388,5772,0,True,2008
30874,Tom Clancy's Rainbow Six® Vegas 2,2008-04-16,9.99,1126,Ubisoft Montreal,Ubisoft,Action,"Tom Clancy's Rainbow Six® Vegas 2 - the sequel to the award-winning next-generation first-person shooter - returns to Sin City. Tom Clancy's Rainbow Six Vegas 2 is your last chance to rescue America's sexiest city from an escalating terrorist siege that will force you into heart-pounding action from beginning to end. The best are back and this time winner takes all. Recipient of numerous awards, including 2006 Best First Person Shooter and Best Online Game, Tom Clancy's Rainbow Six Vegas 2 pushes the top-selling franchise to new heights with new gameplay features. Ubisoft Montreal Returns - Rainbow Six Vegas 2 is back in the hands of Ubisoft's Montreal studio, creators of the award-winning and highly acclaimed Rainbow Six Vegas, to ensure that ending to the Vegas story is one you'll never forget. More Vegas - Sin City is back and bigger than before. Explore all new Vegas hot spots as the environment changes from dusk to bright daylight to dawn, creating a visual experience that is as challenging as it is breathtaking. Improved AI - AI is more challenging than ever. Now, the terrorists are equipped with thermal vision, night vision, and shields - not to mention a multitude of varying reactions - all of which are guaranteed to give you a new playing experience every time you go into battle. As you progress within the game, you'll only be able to outsmart your enemies by taking advantage of intel opportunities, such as thermal scanning, and tactical strategies, such as leapfrogging. New Weapons and Armor - Take down the terrorists more effectively using 11 new weapons. New camouflage, clothing and gear allow you to take customization to the next level.",4626,46213.74,3202,5737,0,True,2008
53071,Grand Theft Auto 2,2008-01-04,0.0,27,Rockstar North,Rockstar Games,Action,"Grand Theft Auto is back. The cars are faster. The streets are busier. The bad guys are nastier. The police are angrier. And now, the FBI and the Army are getting involved... Seven ruthless gangs are involved in a ruthless power struggle and it is up to you to make a name for yourself. Respect is earned, not given.",338,0.0,286,5840,0,True,2008
8879,X-COM: Enforcer,2008-09-04,4.99,17,"MicroProse Software, Inc",2K,Strategy,"X-COM: Earth's top-secret eXtraterrestrial COMbat unit The Place: America - early 21st century The Mission: Eradicate the extraterrestrials Alien forces have invaded Earth and are terrorizing the population. To combat this sinister threat, a lone X-COM scientist has created the Enforcer, a high-tech fighting machine made of earthly robotics and scavenged alien technology. Armed with the latest high-powered weapons, the Enforcer is sent into alien hot spots to fight in adrenaline-charged battles that rage on city streets, across rooftops and in the sewers. YOU are the Enforcer. Powered by the same game engine as Unreal Tournament™, X-COM ENFORCER™ puts you on the front line of an alien attack.",357,1781.43,27,5596,0,True,2008
